Family,Genus,Species,Abundance,Locality,Province/Territory,Ecozone,Side,Latitude,Longitude,Moisture_Regime,Replicate,Date,Trapping_Method
Drosophilidae,Scaptomyza,Scaptomyza (Scaptomyza) sp. C,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,PanTrap
Sciomyzidae,0,Sciomyzidae sp. A,2,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,19-23.vi.2010,PanTrap
Sciomyzidae,0,Sciomyzidae sp. A,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,23-25.vi.2010,PanTrap
Ulidiidae,Seioptera,Seioptera vibrans (Linnaeus),1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Sciomyzidae,Sepedon,Sepedon borealis Steyskal,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,PanTrap
Sciomyzidae,Sepedon,Sepedon borealis Steyskal,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,19-23.vi.2010,PanTrap
Chloropidae,Siphonella,Siphonella oscinina (Fallén),1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Sphaeroceridae,Spelobia,Spelobia sp. B,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Sphaeroceridae,Spelobia,Spelobia sp. B,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,23-25.vi.2010,PanTrap
Sphaeroceridae,Spelobia,Spelobia sp. J,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,23-25.vi.2010,PanTrap
Sphaeroceridae,Spelobia,Spelobia sp. K,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Heleomyzidae,Tephroclamys,Tephroclamys rufiventris,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Sciomyzidae,Tetanocera,Tetanocera fuscinervis Zetterstedt,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Sciomyzidae,Tetanocera,Tetanocera phyllophora Melander,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Sciomyzidae,Tetanocera,Tetanocera sp. A,2,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Chloropidae,Thaumatomyia,Thaumatomyia glabra,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Chloropidae,Thaumatomyia,Thaumatomyia grata (Loew),4,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Sepsidae,Themira,Themira putris,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Sphaeroceridae,Trachyopella,Trachyopella sp. A,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Chloropidae,Tricimba,Tricimba cincta,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Chloropidae,Tricimba,Tricimba melamonolica,2,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Chloropidae,Tricimba,Tricimba trisulcata,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Acartolphtamildae,Acartophtalmus,Acartophtalmus nigrinus (Zett),1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Drosophilidae,Amiota,Amiota sp. A,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Anthomyzidae,Anthomyza,Anthomyza gilviventris Rohá?ek and Barber,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Anthomyzidae,Anthomyza,Anthomyza pullinotum Rohá?ek and Barber,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Anthomyzidae,Anthomyza,Anthomyza shewelli Rohá?ek and Barber,2,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Anthomyzidae,Anthomyza,Anthomyza shewelli Rohá?ek and Barber,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,16-19.vi.2010,PanTrap
Anthomyzidae,Anthomyza,Anthomyza vockerothi Rohá?ek and Barber,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Chloropidae,Apallates,Apallates coxendix,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Chloropidae,Aphanotrigonum ,Aphanotrigonum trilineatum,7,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,16-19.vi.2010,PanTrap
Chloropidae,Aphanotrigonum ,Aphanotrigonum trilineatum,7,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,23-25.vi.2010,PanTrap
Chloropidae,Chlorops,Chlorops sp. A,5,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Chloropidae,Chlorops,Chlorops sp. B,2,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Chloropidae,Chlorops,Chlorops sp. D,2,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Clusiidae,Clusiodes,Clusiodes ater,2,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Clusiidae,Clusiodes,Clusiodes clandestinus,6,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Micropezidae,Cnodocophora,Cnodocophora nasoni (Cresson),3,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Micropezidae,Compsobata,Compsobata (Compsobata) univitta (Walker),1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Sphaeroceridae,Dahlimosina ,Dahlimosina dahli,2,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Sphaeroceridae,Dahlimosina ,Dahlimosina dahli,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-23.vi.2010,PanTrap
Chloropidae,Dasyopa,Dasyopa sp. C,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Ephydridae,Discocerina ,Discocerina obscurella,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Drosophilidae,Drosophila,Drosophila rellima Wheeler,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Drosophilidae,Drosophila,Drosophila rellima Wheeler,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,16-19.vi.2010,PanTrap
Chloropidae,Elachiptera,Elachiptera costata,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-23.vi.2010,PanTrap
Chloropidae,Elachiptera,Elachiptera costata,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,23-25.vi.2010,PanTrap
Chloropidae,Elachiptera,Elachiptera decipens,10,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Ephydridae,0,Ephydridae sp. A,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Chloropidae,Gaurax,Gaurax n. sp. group D,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Ephydridae,Gymnoclasiopa,Gymnoclasiopa bohemanni,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Ephydridae,Gymnoclasiopa,Gymnoclasiopa subnubila,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Ephydridae,Gymnoclasiopa,Gymnoclasiopa tacoma (Cresson),1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Ulidiidae,Homalocephala,Homalocephala albitarsis,4,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Lauxaniidae,Lauxania ,Lauxania shewelli,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Sepsidae,Nemapoda,Nemapoda nitidula (Fallén),1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Milichiidae,Neophyllomyza,Neophyllomyza quadricornis,40,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Sphaeroceridae,Norrbomia,Norrbomia fumipennis,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Ephydridae,Notiphila,Notiphila sp. C,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-23.vi.2010,PanTrap
Chloropidae,Oscinella,Oscinella sp. C,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Chloropidae,Oscinella,Oscinella sp. D,10,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Chloropidae,Oscinella,Oscinella sp. E,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,16-19.vi.2010,PanTrap
Chloropidae,Oscinella,Oscinella sp. F,2,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,16-19.vi.2010,PanTrap
Milichiidae,Paramyia,Paramyia nitens,5,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Piophilidae,Parapiophila,Parapiophila atrifrons,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Sphaeroceridae,Phthitia,Phtitia ovicercus,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,16-19.vi.2010,PanTrap
Sphaeroceridae,Phthitia,Phtitia quadricercis,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-23.vi.2010,PanTrap
Chloropidae,Pseudopachyceata,Pseudopachyceata approximatonervis,3,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Sciomyzidae,Pteromicra,Pteromicra ?pectosa,2,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Sphaeroceridae,Pullimosina,Pullimosina pullula,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,16-19.vi.2010,PanTrap
Sphaeroceridae,Rachispoda,Rachispoda hoplites,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Chloropidae,Rhopalopterum,Rhopalopterum soror,4,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,23-25.vi.2010,PanTrap
Chloropidae,Rhopalopterum,Rhopalopterum sp. B,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,16-19.vi.2010,PanTrap
Chloropidae,Rhopalopterum,Rhopalopterum sp. C,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,16-19.vi.2010,PanTrap
Chloropidae,Rhopalopterum,Rhopalopterum sp. C,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,23-25.vi.2010,PanTrap
Lauxaniidae,Sapromyza,Sapromyza ?rotundicornis Loew,2,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Chloropidae,Siphonella,Siphonella oscinina (Fallén),1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Heleomyzidae,Suillia,Suillia barberi,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Tanypezidae,Tanypeza,Tanypeza longimana (Fallén),3,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Sciomyzidae,Tetanocera,Tetanocera ?silvatica ,3,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Sciomyzidae,Tetanocera,Tetanocera plebeja Loew,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Sciomyzidae,Tetanocera,Tetanocera sp. B,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Chloropidae,Thaumatomyia,Thaumatomyia grata (Loew),3,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Chloropidae,Tricimba,Tricimba cincta,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Chloropidae,Tricimba,Tricimba linealla,2,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Chloropidae,Tricimba,Tricimba melamonolica,16,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Chloropidae,Tricimba,Tricimba trisulcata,1,Moosonee,ON,NB,E,51.27717,-80.64778,Wet,3,19-22.vi.2010,MalaiseTrap
Ephydridae,Coenia,?Coenia alpina ,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14.vi.2011,Sweep
Ephydridae,Coenia,?Coenia alpina ,2,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,17.vi.2011,Sweep
Chloropidae,Aphanotrigonum ,Aphanotrigonum scabrum,2,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,11-14.vi.2011,PanTrap
Chloropidae,Aphanotrigonum ,Aphanotrigonum trilineatum,26,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14.vi.2011,Sweep
Chloropidae,Aphanotrigonum ,Aphanotrigonum trilineatum,12,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,17.vi.2011,Sweep
Aulacigastridae,Aulacigaster,Aulacigaster neoleucopeza(Mathis & Freidberg),1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14-17.vi.2011,MalaiseTrap
Chloropidae,Chlorops,Chlorops sp. A,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,17.vi.2011,Sweep
Drosophilidae,Chymomyza,Chymomyza sp. A,2,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14-17.vi.2011,MalaiseTrap
Drosophilidae,Chymomyza,Chymomyza sp. B,3,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14-17.vi.2011,MalaiseTrap
Clusiidae,Clusiodes,Clusiodes ater,17,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14-17.vi.2011,MalaiseTrap
Clusiidae,Clusiodes,Clusiodes clandestinus,6,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14-17.vi.2011,MalaiseTrap
Chloropidae,Conioscinella ,Conioscinella sp. A,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14.vi.2011,Sweep
Chloropidae,Conioscinella ,Conioscinella zetterstedti,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14-17.vi.2011,PanTrap
Sciomyzidae,Dictya,Dictya umbroides Curran,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14.vi.2011,Sweep
Drosophilidae,Drosophila,Drosophila obscura species group sp. B,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14-17.vi.2011,MalaiseTrap
Drosophilidae,Drosophila,Drosophila rellima Wheeler,4,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14-17.vi.2011,MalaiseTrap
Drosophilidae,Drosophila,Drosophila rellima Wheeler,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14-17.vi.2011,PanTrap
Drosophilidae,Drosophila,Drosophila testacea species group sp. L,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14-17.vi.2011,MalaiseTrap
Sciomyzidae,Elgiva,Elgiva solicita (Harris),1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,11.vi.2011,Sweep
Chloropidae,Fiebrigella,Fiebrigella nsp. 1,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14-17.vi.2011,MalaiseTrap
Chloropidae,Gaurax,Gaurax n. sp. group C,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14-17.vi.2011,MalaiseTrap
Heleomyzidae,Heteromyza,Heteromyza oculata ,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14-17.vi.2011,MalaiseTrap
Ephydridae,Hyadina,Hyadina binotata (Cresson),5,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14.vi.2011,Sweep
Ephydridae,Hyadina,Hyadina binotata (Cresson),5,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,17.vi.2011,Sweep
Chloropidae,Incertella,Incertella incerta,6,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,17.vi.2011,Sweep
Chloropidae,Lasiosina,Lasiosina canadensis,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14.vi.2011,Sweep
Lauxaniidae,Lauxania ,Lauxania shewelli,2,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14.vi.2011,Sweep
Lauxaniidae,Lauxania ,Lauxania shewelli,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,17.vi.2011,Sweep
Sphaeroceridae,Leptocera,Leptocera sp. A,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14.vi.2011,Sweep
Sphaeroceridae,0,Limosininae sp. A,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14-17.vi.2011,PanTrap
Milichiidae,Neophyllomyza,Neophyllomyza quadricornis,11,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14-17.vi.2011,MalaiseTrap
Ephydridae,Nostima,Nostima picta,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,17.vi.2011,Sweep
Sciomyzidae,Pherbellia,Pherbellia ?byanti,2,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14.vi.2011,Sweep
Sciomyzidae,Pherbellia,Pherbellia schoenherri maculata (Cresson),1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,11-14.vi.2011,PanTrap
Sciomyzidae,Pherbellia,Pherbellia sp. L,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,11.vi.2011,Sweep
Ephydridae,Psilopa,Psilopa sp.A,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14.vi.2011,Sweep
Ephydridae,Psilopa,Psilopa sp.A,2,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,17.vi.2011,Sweep
Sphaeroceridae,Pullimosina,Pullimosina pullula,2,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,7-11.vi.2011,PanTrap
Sphaeroceridae,Rachispoda,Rachispoda sp. A,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,17.vi.2011,Sweep
Sphaeroceridae,Rachispoda,Rachispoda sp. C,5,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14.vi.2011,Sweep
Sphaeroceridae,Rachispoda,Rachispoda sp. C,7,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,17.vi.2011,Sweep
Chloropidae,Rhopalopterum,Rhopalopterum sp. C,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14.vi.2011,Sweep
Chloropidae,Rhopalopterum,Rhopalopterum sp. C,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,17.vi.2011,Sweep
Chloropidae,Rhopalopterum,Rhopalopterum sp. D,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,17.vi.2011,Sweep
Drosophilidae,Scaptomyza,Scaptomyza (Hemiscaptomyza) sp. G,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14-17.vi.2011,PanTrap
Drosophilidae,Scaptomyza,Scaptomyza (Scaptomyza) sp. E,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14-17.vi.2011,MalaiseTrap
Sciomyzidae,Sepedon,Sepedon borealis Steyskal,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,17.vi.2011,Sweep
Sepsidae,Sepsis,Sepsis sp. A ,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14-17.vi.2011,MalaiseTrap
Sphaeroceridae,Spelobia,Spelobia sp. D,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,11-14.vi.2011,PanTrap
Drosophilidae,Stegana,Stegana sp. A,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14-17.vi.2011,MalaiseTrap
Heleomyzidae,Suillia,Suillia apicalis,4,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14-17.vi.2011,MalaiseTrap
Chloropidae,Thaumatomyia,Thaumatomyia annulata (Walker),1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14.vi.2011,Sweep
Chloropidae,Thaumatomyia,Thaumatomyia pulla (Adams),1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14-17.vi.2011,PanTrap
Chloropidae,Thaumatomyia,Thaumatomyia pulla (Adams),1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14.vi.2011,Sweep
Chloropidae,Thaumatomyia,Thaumatomyia trifasciata (Zett),1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14.vi.2011,Sweep
Chloropidae,Tricimba,Tricimba cincta,7,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14-17.vi.2011,MalaiseTrap
Chloropidae,Tricimba,Tricimba melamonolica,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14-17.vi.2011,MalaiseTrap
Chloropidae,Tricimba,Tricimba trisulcata,1,Norman_Wells,NT,NB,W,65.29204,-126.63725,Mesic,1,14-17.vi.2011,MalaiseTrap
Anthomyzidae,Anthomyza,Anthomyza pengellyi Rohá?ek and Barber,2,Norman_Wells,NT,NB,W,65.26694,-126.72827,Mesic,2,17.vi.2011,Sweep
Chloropidae,Apallates,Apallates coxendix,2,Norman_Wells,NT,NB,W,65.26694,-126.72827,Mesic,2,11-14.vi.2011,MalaiseTrap
Chloropidae,Apallates,Apallates coxendix,1,Norman_Wells,NT,NB,W,65.26694,-126.72827,Mesic,2,17.vi.2011,Sweep
Chloropidae,Aphanotrigonum ,Aphanotrigonum trilineatum,1,Norman_Wells,NT,NB,W,65.26694,-126.72827,Mesic,2,14-17.vi.2011,PanTrap
Chloropidae,Aphanotrigonum ,Aphanotrigonum trilineatum,1,Norman_Wells,NT,NB,W,65.26694,-126.72827,Mesic,2,17.vi.2011,Sweep
Tephritidae,Campiglossa,Campiglossa genalis (Thomson),3,Norman_Wells,NT,NB,W,65.26694,-126.72827,Mesic,2,17.vi.2011,Sweep
Chamaemyiidae,Chamaemyia,Chamaemyia herbarum,1,Norman_Wells,NT,NB,W,65.26694,-126.72827,Mesic,2,17.vi.2011,Sweep
Chloropidae,Conioscinella ,Conioscinella sp. A,10,Norman_Wells,NT,NB,W,65.26694,-126.72827,Mesic,2,7-11.vi.2011,PanTrap
Chloropidae,Conioscinella ,Conioscinella sp. A,6,Norman_Wells,NT,NB,W,65.26694,-126.72827,Mesic,2,11-14.vi.2011,PanTrap
Chloropidae,Conioscinella ,Conioscinella sp. A,14,Norman_Wells,NT,NB,W,65.26694,-126.72827,Mesic,2,14-17.vi.2011,PanTrap
Drosophilidae,Drosophila,Drosophila obscura species group sp. B,1,Norman_Wells,NT,NB,W,65.26694,-126.72827,Mesic,2,11-14.vi.2011,MalaiseTrap
Drosophilidae,0,Drosophilidae sp. A,5,Norman_Wells,NT,NB,W,65.26694,-126.72827,Mesic,2,11-14.vi.2011,MalaiseTrap
Ephydridae,Hyadina,Hyadina binotata (Cresson),1,Norman_Wells,NT,NB,W,65.26694,-126.72827,Mesic,2,11-14.vi.2011,PanTrap
Lauxaniidae,Lauxania ,Lauxania shewelli,2,Norman_Wells,NT,NB,W,65.26694,-126.72827,Mesic,2,11-14.vi.2011,MalaiseTrap
Lauxaniidae,Lauxania ,Lauxania shewelli,1,Norman_Wells,NT,NB,W,65.26694,-126.72827,Mesic,2,17.vi.2011,Sweep
Chloropidae,Oscinella,Oscinella sp. A,1,Norman_Wells,NT,NB,W,65.26694,-126.72827,Mesic,2,17.vi.2011,Sweep
Chloropidae,Oscinella,Oscinella sp. B,1,Norman_Wells,NT,NB,W,65.26694,-126.72827,Mesic,2,17.vi.2011,Sweep
Sphaeroceridae,Rachispoda,Rachispoda hoplites,1,Norman_Wells,NT,NB,W,65.26694,-126.72827,Mesic,2,11-14.vi.2011,MalaiseTrap
Lauxaniidae,Sapromyza,Sapromyza brachysoma,3,Norman_Wells,NT,NB,W,65.26694,-126.72827,Mesic,2,11-14.vi.2011,MalaiseTrap
Heleomyzidae,Suillia,Suillia barberi,1,Norman_Wells,NT,NB,W,65.26694,-126.72827,Mesic,2,11-14.vi.2011,MalaiseTrap
Chloropidae,Thaumatomyia,Thaumatomyia annulata (Walker),10,Norman_Wells,NT,NB,W,65.26694,-126.72827,Mesic,2,11-14.vi.2011,PanTrap
Chloropidae,Thaumatomyia,Thaumatomyia glabra,9,Norman_Wells,NT,NB,W,65.26694,-126.72827,Mesic,2,17.vi.2011,Sweep
Chloropidae,Tricimba,Tricimba brunnicolis,1,Norman_Wells,NT,NB,W,65.26694,-126.72827,Mesic,2,11-14.vi.2011,MalaiseTrap
Chloropidae,Tricimba,Tricimba cincta,2,Norman_Wells,NT,NB,W,65.26694,-126.72827,Mesic,2,11-14.vi.2011,MalaiseTrap
Chloropidae,Tricimba,Tricimba melamonolica,2,Norman_Wells,NT,NB,W,65.26694,-126.72827,Mesic,2,11-14.vi.2011,MalaiseTrap
Tephritidae,Campiglossa,Campiglossa genalis (Thomson),1,Norman_Wells,NT,NB,W,65.30494,-126.70873,Mesic,3,11.vi.2011,Sweep
Chamaemyiidae,Chamaemyia,Chamaemyia herbarum,4,Norman_Wells,NT,NB,W,65.30494,-126.70873,Mesic,3,14.vi.2011,Sweep
Chamaemyiidae,Chamaemyia,Chamaemyia herbarum,79,Norman_Wells,NT,NB,W,65.30494,-126.70873,Mesic,3,17.vi.2011,Sweep
Chloropidae,Conioscinella ,Conioscinella sp. A,7,Norman_Wells,NT,NB,W,65.30494,-126.70873,Mesic,3,11-14.vi.2011,PanTrap
Chloropidae,Conioscinella ,Conioscinella sp. A,1,Norman_Wells,NT,NB,W,65.30494,-126.70873,Mesic,3,17.vi.2011,Sweep
Chloropidae,Conioscinella,Conioscinella sp. D,1,Norman_Wells,NT,NB,W,65.30494,-126.70873,Mesic,3,11-14.vi.2011,PanTrap
